Id,MSSubClass,MSZoning,LotFrontage,LotArea,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterCond,Foundation,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,QualSF,TotalBath,meanRmsSF
1239,20,RL,4.1588830833596715,9.47830431356186,NaN,Reg,Lvl,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,1141,GasA,5,Y,SBrkr,0,0,0,0,1,3,1,Typ,0,4,Detchd,Unf,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,3,2006,WD,Abnorml,11.86710429621008,9.524640032332234,1.5,5.253145647901316
1240,20,RL,4.174387269895637,9.109193189971226,NaN,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,32.0,3,PConc,3,Av,GLQ,428,Unf,0,1048,GasA,5,Y,SBrkr,0,0,0,0,0,2,1,Typ,1,4,Attchd,RFn,2,3,3,Y,120,33,0,0,0,NaN,NaN,0,12,2007,WD,Normal,12.490879338036375,10.072428317836021,2.0,5.51477192971145
1241,60,RL,4.189654742026425,9.0068768914288,NaN,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252.0,3,PConc,3,No,GLQ,550,Unf,0,334,GasA,5,Y,SBrkr,884,0,1,0,1,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,0,63,0,0,0,NaN,NaN,0,7,2008,WD,Normal,12.323415584358154,9.829033366611181,3.5,5.402677381872279
1242,20,RL,4.430816798843313,9.195226734166134,NaN,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0.0,3,PConc,3,Av,Unf,0,Unf,0,1689,GasA,5,Y,SBrkr,0,0,0,0,0,3,1,Typ,0,4,Attchd,RFn,3,3,3,Y,0,56,0,0,0,NaN,NaN,0,6,2007,New,Partial,12.42250975887691,10.070991535979658,2.0,5.490117667296535
1243,85,RL,4.454347296253507,9.271059107010888,NaN,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,6,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81.0,3,CBlock,3,Gd,GLQ,885,LwQ,168,0,GasA,3,Y,SBrkr,0,0,1,0,0,3,1,Typ,2,3,Attchd,RFn,2,3,3,Y,0,120,0,0,0,MnPrv,NaN,0,1,2010,WD,Family,12.04355959836804,9.653935855445614,3.0,5.280662431309316
1244,20,RL,4.68213122712422,9.539068413863964,NaN,Reg,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,4,Gd,GLQ,1386,Unf,0,690,GasA,5,Y,SBrkr,0,0,1,0,1,2,1,Typ,1,4,Attchd,Fin,3,3,3,Y,216,229,0,0,0,NaN,NaN,0,9,2006,New,Partial,13.049794835104816,10.633954602328156,3.5,5.695654292205659
1245,70,RL,4.248495242049359,9.344521553442203,NaN,IR1,HLS,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,3,PConc,3,No,Unf,0,Unf,0,792,GasA,2,Y,SBrkr,725,0,0,0,0,3,1,Typ,2,4,Detchd,Unf,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,6,2006,WD,Normal,12.345838935721968,9.824065485558638,1.0,5.3831835871912785
1246,80,RL,4.3694478524670215,9.400216653174247,NaN,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,3,CBlock,3,No,Unf,0,Unf,0,585,GasA,5,Y,SBrkr,728,0,0,0,1,3,1,Typ,1,3,BuiltIn,Fin,2,3,3,Y,268,112,0,0,147,NaN,NaN,0,1,2007,WD,Abnorml,12.08954444723597,9.596894455192587,3.5,5.590453789349198
1247,60,FV,4.189654742026425,9.002824076547672,NaN,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,756,GasA,5,Y,SBrkr,797,0,0,0,1,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,0,45,0,0,0,NaN,NaN,0,3,2006,New,Partial,12.136191879981927,9.690541826198364,2.5,5.560040399829721
1248,80,RL,4.248495242049359,9.419709489868552,NaN,IR1,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335.0,3,CBlock,3,Av,GLQ,539,Unf,0,473,GasA,3,Y,SBrkr,0,0,1,0,0,3,1,Typ,0,4,Attchd,Unf,3,3,3,Y,0,0,0,0,0,NaN,NaN,0,5,2010,WD,Normal,12.042971193457888,9.41548287218084,2.0,5.155216522907363
1249,75,RM,4.110873864173311,9.169622538697624,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,5,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,3,BrkTil,3,No,Rec,319,Unf,0,416,OthW,2,N,SBrkr,924,0,0,0,1,3,1,Typ,1,4,Detchd,Unf,2,2,2,P,0,0,259,0,0,NaN,NaN,0,4,2008,WD,Normal,11.771443882099637,9.726690706384874,1.5,5.553928107999748
1250,20,RL,4.110873864173311,8.881975184248867,NaN,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,No,BLQ,534,Rec,96,246,GasA,3,Y,SBrkr,0,0,0,0,0,3,1,Typ,0,4,Attchd,Unf,1,3,3,Y,0,80,0,0,0,NaN,NaN,0,5,2007,WD,Normal,11.686887175419702,9.140025198061156,1.0,5.109977737428519
1251,20,RL,4.543294782270004,9.320180837655714,NaN,Reg,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,CBlock,3,No,ALQ,1065,Unf,0,1045,GasA,5,Y,SBrkr,0,0,1,0,1,3,1,Typ,2,3,Attchd,Fin,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,4,2010,WD,Normal,12.404927602627597,10.293534407915912,3.5,5.578785984481516
1252,120,RL,4.248495242049359,8.051022208190679,NaN,IR1,Lvl,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,5,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,3,PConc,3,No,Unf,0,Unf,0,1405,GasA,5,Y,SBrkr,0,0,0,0,0,2,1,Typ,1,4,Attchd,RFn,2,3,3,Y,148,36,0,0,0,NaN,NaN,0,3,2006,WD,Normal,12.053801032483948,9.88690074893173,2.0,5.460294482624759
1253,20,RL,4.143134726391533,9.196140022575042,NaN,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,No,BLQ,510,Unf,0,354,GasA,3,Y,SBrkr,0,0,1,0,0,3,1,Typ,0,4,Attchd,RFn,1,3,3,Y,33,0,0,0,0,GdWo,Shed,600,11,2009,WD,Normal,11.775297421715827,9.07004328643746,2.0,5.169346985251076
1254,60,RL,4.248495242049359,9.772410288929185,NaN,IR1,Lvl,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,Gd,LwQ,125,ALQ,1031,36,GasA,3,Y,SBrkr,651,0,1,0,1,3,1,Typ,2,4,Attchd,RFn,2,3,3,Y,220,47,0,0,0,MnPrv,NaN,0,7,2007,WD,Normal,12.591338447675579,10.065351267427687,3.5,5.488019030639614
1255,60,RL,4.110873864173311,8.843903650835497,NaN,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,5,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,3,PConc,3,No,Unf,0,Unf,0,746,GasA,5,Y,SBrkr,896,0,0,0,1,3,1,Typ,1,4,BuiltIn,Fin,2,3,3,Y,178,128,0,0,0,NaN,NaN,0,7,2008,WD,Normal,12.016128107502665,9.73002662417437,2.5,5.4704683301376145
1256,50,RM,3.970291913552122,8.738895704934043,NaN,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,2,No,LwQ,425,Unf,0,459,GasA,3,Y,FuseA,408,0,0,0,0,3,1,Typ,1,4,Detchd,Unf,1,3,3,Y,0,0,0,0,120,NaN,NaN,0,11,2007,WD,Normal,11.755879486687116,9.510963348560765,1.0,5.4329939365399165
1257,20,RL,4.5217885770490405,9.568294497413296,NaN,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,5,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,3,PConc,3,Gd,GLQ,1314,Unf,0,672,GasA,5,Y,SBrkr,0,0,1,0,0,2,1,Typ,1,3,Attchd,Fin,2,3,3,Y,262,36,0,0,0,NaN,NaN,0,8,2008,WD,Normal,12.616528611893463,10.36674975937051,3.0,5.65198780146647
1258,30,RL,4.04305126783455,8.309184527686298,NaN,Reg,Lvl,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,8,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,No,Unf,0,Unf,0,864,GasA,5,Y,SBrkr,0,0,0,0,0,2,1,Typ,0,4,Attchd,Unf,0,3,3,Y,0,96,0,0,0,NaN,NaN,0,7,2009,WD,Normal,11.511934974596555,9.0642735958414,1.0,5.37989735354046
1259,80,RL,4.0943445622221,9.168267595554275,NaN,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,5,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,3,PConc,3,Gd,GLQ,655,Unf,0,201,GasA,5,Y,SBrkr,0,0,1,0,0,2,1,Typ,0,4,Attchd,Fin,2,3,3,Y,212,0,0,0,0,NaN,NaN,0,7,2008,WD,Normal,12.154784614286667,9.557823197546,3.0,5.456175451163617
1260,20,RL,4.189654742026425,9.18512512283512,NaN,Reg,Lvl,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,8,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,No,ALQ,602,LwQ,438,14,GasA,4,Y,SBrkr,0,0,1,0,1,3,1,Typ,0,4,Attchd,Unf,2,3,3,Y,180,0,0,0,80,NaN,NaN,0,7,2008,WD,Normal,11.92504173829169,9.445333439647541,2.5,5.174264717878057
1261,60,RL,4.248495242049359,10.113870026547724,NaN,IR3,Lvl,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,5,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,Unf,0,Unf,0,841,GasA,5,Y,SBrkr,783,0,0,0,1,3,1,Typ,1,3,BuiltIn,Fin,2,3,3,Y,0,103,0,0,0,NaN,NaN,0,6,2009,WD,Normal,12.10625783509458,9.622251327567737,2.5,5.48182869147758
1262,20,RL,4.394449154672439,9.169622538697624,NaN,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,No,Rec,504,Unf,0,546,GasA,4,Y,SBrkr,0,0,0,0,0,2,1,Typ,0,4,Attchd,Unf,1,3,3,Y,0,0,0,0,0,NaN,NaN,0,6,2009,WD,Normal,11.766799946849087,9.259225769705994,1.0,5.351858133476067
1263,50,RL,4.248495242049359,9.328212292571072,NaN,Reg,Lvl,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,Av,Unf,0,Unf,0,1104,GasA,5,Y,FuseA,684,0,1,0,0,5,1,Min2,2,3,Attchd,Unf,1,3,3,Y,120,0,0,0,0,NaN,NaN,0,11,2009,WD,Normal,11.992266613576142,9.356084386028888,2.0,5.413875707182309
1264,70,RL,4.110873864173311,9.511629447834181,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,No,Unf,0,Unf,0,764,GasA,5,Y,FuseA,764,0,0,0,0,3,1,Typ,1,4,Detchd,Unf,2,3,3,N,0,0,126,0,0,GdPrv,NaN,0,7,2007,WD,Normal,12.103491596905931,9.65046452256919,1.0,5.43372200355424
1265,120,RH,3.5553480614894135,8.309184527686298,NaN,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,TwnhsE,1Story,5,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,PConc,3,No,GLQ,266,Unf,0,1139,GasA,5,Y,SBrkr,0,0,1,0,0,2,1,Typ,0,4,Attchd,Fin,2,3,3,Y,144,68,0,0,0,NaN,NaN,0,8,2008,COD,Abnorml,12.10625783509458,9.70826311038665,3.0,5.592478405097527
1266,160,FV,3.58351893845611,8.225770799348734,NaN,Reg,Lvl,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,5,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,3,PConc,3,No,GLQ,450,Unf,0,241,GasA,5,Y,SBrkr,739,0,1,0,1,3,1,Typ,0,4,Detchd,Unf,2,3,3,Y,0,34,0,0,0,NaN,NaN,0,3,2006,WD,Normal,12.12215284831553,9.615938804529582,3.5,5.493061443340548
1267,190,RM,4.110873864173311,9.222367752188902,NaN,IR1,Bnk,Inside,Gtl,OldTown,Feedr,Norm,2fmCon,2.5Unf,4,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,CBlock,3,No,Unf,0,Unf,0,925,GasA,3,N,FuseF,925,0,0,0,1,4,2,Typ,1,4,Detchd,Unf,1,3,3,N,0,0,264,0,0,MnPrv,NaN,0,1,2007,WD,Normal,11.711784520403112,9.888323152016355,1.5,5.3513314018336535
1268,20,RL,4.499809670330265,9.48910782703839,NaN,IR1,HLS,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,3,PConc,3,Gd,Unf,0,Unf,0,2002,GasA,5,Y,SBrkr,0,0,0,0,0,3,1,Typ,1,4,Attchd,Fin,3,3,3,Y,144,76,0,0,0,NaN,NaN,0,5,2010,WD,Normal,12.843973993864076,10.496289398147198,2.0,5.312220271717028
1269,50,RL,4.248495242049359,9.55400099583723,NaN,IR1,Lvl,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,9,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,4,CBlock,3,Mn,Rec,192,Unf,0,536,GasA,5,Y,SBrkr,1479,0,0,0,1,4,1,Typ,2,4,BuiltIn,Unf,3,3,3,Y,314,12,0,0,0,GdWo,NaN,0,5,2008,WD,Normal,12.850557278777309,10.416341118636355,3.5,5.750550393444866
1270,50,RL,4.3694478524670215,9.336532397213942,NaN,Reg,Lvl,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1.5Fin,5,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,CBlock,3,No,BLQ,460,Unf,0,414,GasW,3,Y,FuseA,650,0,0,0,1,3,1,Typ,0,4,Attchd,Unf,1,3,3,Y,0,0,0,0,0,GdWo,NaN,0,7,2007,WD,Normal,11.87757552297847,9.391911647379434,1.5,5.387766246602371
1271,40,RL,4.248495242049359,10.068832485122966,NaN,Reg,Low,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,6,1979,Shed,WdShake,Plywood,Plywood,None,0.0,3,PConc,3,Gd,GLQ,1258,Unf,0,74,GasA,3,Y,SBrkr,192,0,2,0,1,0,1,Typ,1,3,Attchd,Fin,2,3,3,Y,268,0,0,0,0,NaN,NaN,0,4,2010,WD,Normal,12.468440756144114,9.903137491271833,2.5,5.945420608606575
1272,20,RL,4.248495242049359,9.122273893107732,NaN,IR1,Lvl,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,7,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,CBlock,3,No,Unf,0,Unf,0,1489,GasA,4,Y,SBrkr,0,0,0,0,0,3,1,Typ,1,4,Attchd,RFn,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,8,2009,WD,Normal,12.132162346145595,9.790822646878661,2.0,5.36464000947911
1273,20,RL,4.248495242049359,9.512442967089195,NaN,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,CBlock,3,No,BLQ,560,LwQ,375,0,GasA,3,Y,SBrkr,0,0,1,0,0,3,1,Typ,0,4,Attchd,Unf,1,3,3,Y,180,0,0,0,0,MnPrv,NaN,0,11,2006,WD,Normal,11.827743504053695,9.143238568435446,2.0,5.236441962829949
1274,80,RL,4.8283137373023015,9.351232110673664,NaN,IR1,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,7,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,CBlock,3,Av,ALQ,719,Unf,0,300,GasA,4,Y,SBrkr,0,0,1,0,0,2,1,Typ,1,4,Basment,RFn,1,3,3,Y,0,0,0,0,163,GdPrv,NaN,0,5,2008,WD,Normal,12.083910661257521,9.56500329315396,2.0,5.607271574275357
1275,50,RL,3.9889840465642745,8.587278798982926,NaN,Reg,Lvl,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,PConc,3,No,Unf,0,Unf,0,661,GasA,5,Y,SBrkr,589,0,0,0,0,3,1,Typ,1,4,Detchd,Unf,2,3,3,Y,242,0,81,0,0,NaN,NaN,0,11,2007,WD,Normal,11.842236406331555,9.1649245084457,2.0,5.05783689558055
1276,90,RL,4.564348191467836,9.336620537886512,NaN,Reg,Lvl,Corner,Gtl,NAmes,Feedr,Norm,Duplex,2Story,5,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,3,CBlock,3,No,Rec,220,Unf,0,708,GasA,4,Y,FuseA,992,0,0,0,0,4,2,Typ,0,4,Detchd,Unf,2,3,2,Y,0,0,0,0,0,NaN,NaN,0,7,2007,WD,Normal,11.827743504053695,9.563880407219427,2.0,5.262690188904886
1277,60,RL,4.248495242049359,9.467846701917901,NaN,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,3,CBlock,4,No,BLQ,593,Unf,0,130,GasA,3,Y,SBrkr,660,0,0,1,1,3,1,Typ,1,3,Attchd,Unf,2,3,3,Y,294,116,0,0,0,NaN,NaN,0,12,2009,WD,Normal,11.995357787034976,9.450065682882071,2.0,5.453182077108952
1278,80,RL,4.248495242049359,9.790990521308983,NaN,IR1,Lvl,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,5,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,3,CBlock,3,Av,ALQ,528,Unf,0,1152,GasA,2,Y,SBrkr,0,0,1,0,1,3,1,Typ,1,4,Attchd,RFn,2,3,3,Y,0,0,0,0,0,NaN,NaN,0,6,2009,WD,Normal,12.19552218463499,9.924514919728203,2.5,5.510544406120896
1279,60,RL,4.330733340286331,9.156306483483696,NaN,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,No,GLQ,804,Unf,0,324,GasA,5,Y,SBrkr,903,0,1,0,1,3,1,Typ,1,4,Attchd,RFn,2,3,3,Y,0,211,0,0,0,NaN,NaN,0,3,2008,WD,Normal,12.37581963951765,10.137491911183083,3.5,5.673814064727357
1280,50,C (all),4.110873864173311,8.922791623969637,NaN,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,4,CBlock,3,No,Unf,0,Unf,0,698,GasA,3,Y,FuseA,430,0,0,0,0,2,1,Typ,0,4,Detchd,RFn,2,3,3,Y,30,0,164,0,0,NaN,NaN,0,4,2010,COD,Abnorml,11.133142723386813,8.8963143241848,1.0,5.241747015059643
1281,20,RL,4.219507705176107,9.191055610564316,NaN,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,3,PConc,3,No,GLQ,788,Unf,0,785,GasA,5,Y,SBrkr,0,0,1,0,0,3,1,Typ,0,4,Attchd,RFn,2,3,3,Y,0,72,0,0,0,NaN,NaN,0,3,2009,WD,Normal,12.33270970174018,9.99984264077889,3.0,5.572787545027587
1282,20,RL,3.9318256327243257,8.99342737041261,NaN,IR1,Lvl,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,5,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,3,CBlock,3,No,ALQ,1053,Unf,0,256,GasA,3,Y,SBrkr,0,0,1,0,0,2,1,Typ,1,3,Attchd,Fin,2,4,4,Y,0,58,0,0,90,NaN,NaN,0,7,2006,WD,Normal,12.100717685412471,9.82752401372909,3.0,5.412389822807884
1283,20,RL,4.127134385045092,9.082620630373812,NaN,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,3,Mn,LwQ,532,Rec,144,364,GasA,3,Y,SBrkr,0,0,0,0,0,3,1,Typ,0,4,Detchd,Unf,2,3,3,Y,0,0,0,0,288,NaN,NaN,0,9,2009,WD,Normal,11.921725007667265,9.249657234353133,2.0,5.342334251964811
1284,90,RL,4.553876891600541,9.148571345578551,NaN,Reg,Low,Corner,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,3,CBlock,3,Av,Unf,0,Unf,0,912,GasA,3,Y,SBrkr,912,0,0,0,2,4,2,Typ,0,4,Attchd,Unf,0,3,3,Y,128,0,0,0,0,NaN,NaN,0,4,2010,WD,Normal,11.842236406331555,9.706072662294519,3.0,5.43372200355424
1285,50,RL,3.9318256327243257,9.173572647783969,NaN,Reg,Lvl,Inside,Gtl,SWISU,Feedr,Norm,1Fam,1.5Fin,7,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,PConc,3,No,Unf,0,Unf,0,804,GasA,5,Y,SBrkr,748,0,0,0,0,4,1,Min2,1,4,Detchd,Unf,1,3,3,Y,272,0,42,0,116,NaN,NaN,0,3,2010,WD,Normal,12.037659911047468,9.878528654494932,2.0,5.504111279527133
1286,50,RM,3.9318256327243257,8.699681400989514,NaN,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,CBlock,3,No,Unf,0,Unf,0,780,GasA,5,Y,FuseF,587,0,0,0,0,4,1,Typ,1,4,Detchd,Unf,1,3,3,Y,45,0,0,0,0,NaN,NaN,0,5,2009,WD,Normal,11.794345471549745,9.48440514846878,1.0,5.4652432378640174
1287,20,RL,4.248495242049359,9.189218875354072,NaN,Reg,Lvl,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,5,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,3,CBlock,3,No,ALQ,569,Rec,81,678,GasA,3,Y,SBrkr,0,0,1,0,1,3,1,Typ,2,4,Attchd,Unf,2,3,3,Y,0,26,0,0,0,NaN,NaN,0,6,2010,WD,Normal,11.870606902224587,9.676398728859633,2.5,5.404177757247514
1288,20,RL,4.248495242049359,10.505094936455558,NaN,IR1,Low,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,4,CBlock,3,Av,Rec,812,Unf,0,812,GasA,2,Y,SBrkr,0,0,0,1,0,4,1,Typ,0,4,Attchd,Unf,2,3,3,N,168,198,0,0,0,NaN,NaN,0,6,2006,WD,Normal,12.154784614286667,9.682279626689674,2.5,5.424950017481403
1289,120,RL,3.713572066704308,8.642062173462106,NaN,IR1,Lvl,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,5,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,PConc,3,No,GLQ,1158,Unf,0,343,GasA,5,Y,SBrkr,0,0,1,0,0,2,1,Typ,1,5,Attchd,Fin,2,3,3,Y,212,59,0,0,0,NaN,NaN,0,10,2009,WD,Normal,12.535379989788607,10.137808404440463,3.0,5.807541708947054
1290,60,RL,4.465908118654584,9.311632623458054,NaN,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,3,PConc,3,Mn,Unf,0,Unf,0,1085,GasA,5,Y,SBrkr,850,0,0,0,1,3,1,Typ,1,4,BuiltIn,Fin,3,3,3,Y,177,74,0,0,0,NaN,NaN,0,10,2006,New,Partial,12.546113507028412,10.10401732897875,2.5,5.510399970502822
1291,80,RL,4.248495242049359,9.554851637414007,NaN,IR1,Lvl,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,7,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,3,PConc,3,Av,GLQ,1014,Unf,0,138,GasA,3,Y,SBrkr,0,0,1,0,0,3,1,Typ,1,4,Attchd,RFn,2,3,3,Y,227,0,0,0,0,NaN,NaN,0,4,2010,WD,Normal,12.103491596905931,9.351926736038054,2.0,5.262690188904886
1292,160,RM,3.091042453358316,7.427144133408616,NaN,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,7,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,3,CBlock,3,No,ALQ,231,Unf,0,399,GasA,3,Y,SBrkr,672,0,0,0,1,3,1,Typ,0,4,Detchd,Unf,1,3,3,Y,185,0,0,0,0,NaN,NaN,0,2,2009,WD,Normal,11.691080018519527,9.17585244151751,2.5,5.384495062789089
1293,70,RM,4.110873864173311,8.79497643168877,NaN,Reg,Lvl,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,Stone,3,No,Unf,0,Unf,0,994,GasA,3,N,SBrkr,994,0,0,0,0,4,2,Min2,0,4,Attchd,RFn,1,3,3,Y,0,287,0,0,0,NaN,NaN,0,12,2009,WD,Normal,11.58525542883217,9.730977703126166,2.0,5.378220204300372
